,filename,Article_ID,#1,Datum,Naam,Straat,Huisnummer,Plaats,Foto reguliere schap,Foto schapkaart,Prijs
171,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_240884,Farmland Kruidenboter baguette 2x 175 gram 350 Gram,2020-09-06 14:16:59.895,Nettorama,Kardinaal De Jongstraat,17,Valkenswaard,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10189447/3cc2ca6b4580388bdba92ede7b713011.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10189448/c23f4a43320c7164c06f67630b2c1e91.jpg,0
172,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_245382,Compaxo Spekreepjes 250 Gram,2020-09-06 10:54:11.650,Nettorama,Parallelweg,9,Sittard,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188557/5d3ba91a73e6cb3ce7d5cee428eed1f3.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188556/2fc9798a66f7d7569e065784ed2f8418.jpg,0
173,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_245382,Compaxo Spekreepjes 250 Gram,2020-09-06 14:16:59.895,Nettorama,Kardinaal De Jongstraat,17,Valkenswaard,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10189449/0b152250759c84294b8b5d98d0e5663d.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10189450/2a8f7ca358558f3ac6e50872b2bae455.jpg,0
174,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_255410,Flevomel Halfvolle melk 2000 Milliliter,2020-09-06 10:54:11.650,Nettorama,Parallelweg,9,Sittard,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188555/e219ec08bd7e0a6c8aab223c55c3c0e6.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188554/b892e30f216581a9ce1c33fb6a66e5a8.jpg,0
175,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_255410,Flevomel Halfvolle melk 2000 Milliliter,2020-09-06 14:16:59.895,Nettorama,Kardinaal De Jongstraat,17,Valkenswaard,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10189451/ca7ec5ab275a78d219fa003370a7404f.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10189452/dc524e8cf2833e4f56e95053a6a5c3eb.jpg,0
176,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_294277,KATHAROS GRIEKSE YOGHURT 1KG,2020-09-06 10:54:11.650,Nettorama,Parallelweg,9,Sittard,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188553/e4abbd981bdacfdbc5e4aa600abe1fb3.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188552/3ec9b7518b6758411be00e06936b2a81.jpg,"1,85"
177,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_294277,KATHAROS GRIEKSE YOGHURT 1KG,2020-09-06 14:16:59.895,Nettorama,Kardinaal De Jongstraat,17,Valkenswaard,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10189453/2a17ecf68400b9b8b411d2c3fb64c564.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10189454/7a32c2c65ec1055245b048c36537347b.jpg,1.85
178,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_331226,Rasp gouda mild kaas 200 Gram,2020-09-06 10:54:11.650,Nettorama,Parallelweg,9,Sittard,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188551/9409894c8370f7cb537ead904d1b8c8a.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188550/3adcd79211da663db73789ba88af3ca6.jpg,0
179,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_331226,Rasp gouda mild kaas 200 Gram,2020-09-06 14:16:59.895,Nettorama,Kardinaal De Jongstraat,17,Valkenswaard,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10189455/c009dcedec2f5093a8cb41fd773989e5.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10189456/d9893dd7a52ca6b626a81c1bc4c5cb8e.jpg,0
180,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_344056,Gouda 48+ jong gesneden 400 Gram,2020-09-06 10:54:11.650,Nettorama,Parallelweg,9,Sittard,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188549/697ca9efe6ae604e15c8a961351fb7b2.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188548/39332a852c3031cecc9a2b6a46943584.jpg,0
181,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_344056,Gouda 48+ jong gesneden 400 Gram,2020-09-06 14:16:59.895,Nettorama,Kardinaal De Jongstraat,17,Valkenswaard,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10189457/c8f0811a3a09f36fff366f57c490e24c.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10189459/74e966e836f1b3db2cf6075fd634dfd9.jpg,0
182,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_344057,Gouda 48+ jong belegen gesneden 400 Gram,2020-09-06 10:54:11.650,Nettorama,Parallelweg,9,Sittard,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188546/49482eff25fe04cc2754aae47242545a.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188545/c702f0a57c1de7b4c15c00c2590314c4.jpg,0
183,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_344057,Gouda 48+ jong belegen gesneden 400 Gram,2020-09-06 14:16:59.895,Nettorama,Kardinaal De Jongstraat,17,Valkenswaard,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10189461/ebec1d185feeeb2da42f124d6d638533.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10189462/d8555c67f931b4693df3d0902062a7e7.jpg,0
184,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_360791,DE RUITER SPECULAAS 400GR,2020-09-06 10:54:11.650,Nettorama,Parallelweg,9,Sittard,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188547/f8ee9226950a0965727ce1e9db7a9230.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188560/2e1c6cbe54245e1dc7198633f9396bb0.jpg,"0,78"
185,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_360791,DE RUITER SPECULAAS 400GR,2020-09-06 14:16:59.895,Nettorama,Kardinaal De Jongstraat,17,Valkenswaard,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10189464/a221cf90c1989586317fc490561ae260.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10189465/6741c2b1b6debe9e65d3fb4864a1a2be.jpg,0.78
186,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_104508,HALFVOL KOFFIEMELK 464ML,2020-09-12 15:31:05.851,Aldi,Paletplein,1,Tilburg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247118/d0142a936005a5c0d10513831aa6617a.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247119/400cbd798c91d07c0be6652a23e2763b.jpg,"0,67"
187,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_104508,HALFVOL KOFFIEMELK 464ML,2020-09-13 10:32:00.376,Aldi,Dikkersplein,11,Hengelo,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248381/fbaf318ab084f3c81efb0a9b7b3de3f2.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248388/96edf40b8e99a0ede171efb7f92bfc18.jpg,"0,67"
188,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_105649,KRISTALSUIKER 1KG,2020-09-12 15:31:05.851,Aldi,Paletplein,1,Tilburg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247120/ae85f17e4f7bd0dbca6a09000203d516.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247121/90e0192025cf4f69ee02b5e091da777e.jpg,"0,75"
189,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_105649,KRISTALSUIKER 1KG,2020-09-13 10:32:00.376,Aldi,Dikkersplein,11,Hengelo,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248377/ce0bf67f96c1c2fc4f21dbcf5107c893.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248384/1b636a20dc0b6ec9deb3137ec2233516.jpg,"0,75"
190,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_107259,NUTELLA 750G,2020-09-12 15:31:05.851,Aldi,Paletplein,1,Tilburg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247122/ff5b4fa6192c0b8f5ed6bb48d1db2f44.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247123/752d8f6b1629f13224d6a0dc1f897fa3.jpg,"5,70"
191,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_107259,NUTELLA 750G,2020-09-13 10:32:00.376,Aldi,Dikkersplein,11,Hengelo,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248395/5cf18814359ee1dfa15d3d9a33aaa9e7.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248379/80176ab2dc20d0ed756f192a386d33ca.jpg,"5,70"
192,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_115892,MACARONI 1KG,2020-09-12 15:31:05.851,Aldi,Paletplein,1,Tilburg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247124/ac5f61f7e2895a6d75942012c5623ba8.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247125/6a332f6dcc3788d081f6c5f95f94f47e.jpg,"0,98"
193,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_115892,MACARONI 1KG,2020-09-13 10:32:00.376,Aldi,Dikkersplein,11,Hengelo,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248391/b223f94821d0f5136277d2619ea83bcb.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248397/622732f3a438b13f658de17165359255.jpg,"0,98"
194,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_119995,APPELMOES 720G,2020-09-12 15:31:05.851,Aldi,Paletplein,1,Tilburg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247126/ddf5a39a0a7faa89d14de7bb6ee9d306.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247127/2c751a81915f9207a22789c2b4ccceb0.jpg,"0,69"
195,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_119995,APPELMOES 720G,2020-09-13 10:32:00.376,Aldi,Dikkersplein,11,Hengelo,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248386/4d7b6f75c43caa28f9ec9d9057a8e6b9.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248393/9f90069a200deba6ceb7b0fd8defb900.jpg,"0,69"
196,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_130389,Hela Curry kruiden ketchup 800 Milliliter,2020-09-12 15:31:05.851,Aldi,Paletplein,1,Tilburg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247128/d80f165f0fd5e105a93ceb88968c91d1.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247129/82718b17b5a1fc66d81be654aaad8302.jpg,0
197,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_130389,Hela Curry kruiden ketchup 800 Milliliter,2020-09-13 10:32:00.376,Aldi,Dikkersplein,11,Hengelo,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248382/88e566acc8ea5d0eef102252fbecbe75.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248389/84efb1816dcb61e02dfb8f8cbeb19372.jpg,0
198,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_134669,"NATUURAZIJN 1,25L",2020-09-12 15:31:05.851,Aldi,Paletplein,1,Tilburg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247130/85eaf479334b99f900b4725df79354f3.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247131/9692505ba5a4573563a59792331224ee.jpg,"0,45"
199,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_134669,"NATUURAZIJN 1,25L",2020-09-13 10:32:00.376,Aldi,Dikkersplein,11,Hengelo,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248378/486a4f41c9a8af488ee04966210a9a0b.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248385/afe99edc19045bd2fb4603193f85de35.jpg,"0,45"
200,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_135840,MAGERE KWARK 500G,2020-09-12 15:31:05.851,Aldi,Paletplein,1,Tilburg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247132/1671dd1e68513e57540db26cf3013574.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247133/fec25d9f6d0eff8c9e8cfbb1526822c9.jpg,"0,69"
201,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_135840,MAGERE KWARK 500G,2020-09-13 10:32:00.376,Aldi,Dikkersplein,11,Hengelo,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248396/bc59fb480314c98c01e9d8be6fec365d.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248380/56e303ad5dbe7408dab557f538e0b58f.jpg,"0,69"
202,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_138665,Blue Band Voor de keuken 250 Gram,2020-09-12 15:31:05.851,Aldi,Paletplein,1,Tilburg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247134/dd669aaaca694dbb6bad66a1880c0ce8.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247135/7ffc9b272ceafe55cf306728e55ed169.jpg,0
203,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_138665,Blue Band Voor de keuken 250 Gram,2020-09-13 10:32:00.376,Aldi,Dikkersplein,11,Hengelo,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248392/bf143660ef1d87c93fd8a6134cf1c613.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248398/a6ce59bffa024a27b0aada3156ccc699.jpg,0
204,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_141623,HALFVOLLE MELK 1L,2020-09-12 15:31:05.851,Aldi,Paletplein,1,Tilburg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247136/7bfd31a6c18271db272423ca1cd2cf44.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247137/41195429c15772b18ff7dc0bc87a96cf.jpg,"0,89"
205,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_141623,HALFVOLLE MELK 1L,2020-09-13 10:32:00.376,Aldi,Dikkersplein,11,Hengelo,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248387/33eac25883f663d5d0954ab9b72f2fe6.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248394/595fd6e91fb61dd25d1c68c8d3864c50.jpg,"0,95"
206,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_141625,VOLLE MELK 1L,2020-09-12 15:31:05.851,Aldi,Paletplein,1,Tilburg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247138/8b841c29767dafd107c69f8a46457702.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247139/b7338b993ad78257ab65436da36c14b7.jpg,"0,99"
207,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_141625,VOLLE MELK 1L,2020-09-13 10:32:00.376,Aldi,Dikkersplein,11,Hengelo,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248383/50e9ec9e0bf7f9e86b3854c130908daf.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248390/a11f099172ad09b80239cd71e9cd93d4.jpg,0
208,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_144538,BESCHUIT 125G,2020-09-12 15:28:59.130,Aldi,Paletplein,1,Tilburg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247088/aef35efb651966b46089aeea334868e3.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247091/f1e4f49da05d4aeff878e21dee95ffad.jpg,"0,35"
209,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_144538,BESCHUIT 125G,2020-09-13 11:15:36.182,Aldi,Uitslagsweg,95,Hengelo (Ov.),https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248472/d0ed9f6b7b97c206890d1306e682bd97.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248483/a5f97e556e2d95ec60b479fb90bb2052.jpg,"0,35"
210,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_154283,M&M'S PINDA 550GR,2020-09-12 15:28:59.130,Aldi,Paletplein,1,Tilburg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247092/09cf39c031fbf4f77f229b23cb081b3d.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247093/a6d89d65283d4f1af0ba0791cf61d04e.jpg,"4,99"
211,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_154283,M&M'S PINDA 550GR,2020-09-13 11:15:36.182,Aldi,Uitslagsweg,95,Hengelo (Ov.),https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248468/b33d4268c4aa02d010a610bd653529be.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248479/537ab25aaaa7a4b73a2cea2ad4e3b4fe.jpg,"4,49"
212,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_156836,CHIPS NATUREL 250G,2020-09-12 15:28:59.130,Aldi,Paletplein,1,Tilburg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247094/e243643e9e9b8795b439ade610f10d70.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247095/e6a02898d797dcda7207708127405c5d.jpg,"0,92"
213,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_156836,CHIPS NATUREL 250G,2020-09-13 11:15:36.182,Aldi,Uitslagsweg,95,Hengelo (Ov.),https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248490/1d8d6e3ec65c08f4b0f277fd384977d5.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248470/9d605cb704f65f132953652b5cf23b8e.jpg,"0,92"
214,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_156842,CHIPS PAPRIKA 250G,2020-09-12 15:28:59.130,Aldi,Paletplein,1,Tilburg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247096/29faccde1db16ec8a7697a9032b275e8.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247097/c3a002febafb098932c67f7aab0e351a.jpg,"0,92"
215,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_156842,CHIPS PAPRIKA 250G,2020-09-13 11:15:36.182,Aldi,Uitslagsweg,95,Hengelo (Ov.),https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248486/b6d3a4a87a6de93886cc317f9787be4e.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248492/9cf5b49ecd42b0487aa42ebbbe85e2b4.jpg,"0,92"
216,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_163115,BRONWATER KOOLZUURVRIJ 6X0.5L,2020-09-12 15:28:59.130,Aldi,Paletplein,1,Tilburg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247098/ffb51cd7d8001918a3a40533006e7264.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247099/31407c6e571af30d83eac4a98829f7c4.jpg,"0,95"
217,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_163115,BRONWATER KOOLZUURVRIJ 6X0.5L,2020-09-13 11:15:36.182,Aldi,Uitslagsweg,95,Hengelo (Ov.),https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248481/67bd39757922c5e87470120623e987d2.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248488/56f530d0b14d3b35c79b6cc5d127ebb9.jpg,"0,95"
218,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_163116,BRONWATER MET KOOLZUUR 6 x0.5L,2020-09-12 15:28:59.130,Aldi,Paletplein,1,Tilburg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247100/fa25da19a13b7bbe81574d0543af63fa.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247101/1a7ba3f3577c67e717c0cb72f2115896.jpg,"0,95"
219,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_163116,BRONWATER MET KOOLZUUR 6 x0.5L,2020-09-13 11:15:36.182,Aldi,Uitslagsweg,95,Hengelo (Ov.),https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248476/70fae0c84b03081c0ae935b9cd00b3ce.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248484/18454b1a3d60e60d644d7996370a33ea.jpg,"0,95"
220,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_166186,PATATES FRITES 2.5KG,2020-09-12 15:28:59.130,Aldi,Paletplein,1,Tilburg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247102/18dcf3e3981858e8c2290edbb00606a0.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247103/0e362ecfb16fb6f5efae22cf43216e8d.jpg,"1,99"
221,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_166186,PATATES FRITES 2.5KG,2020-09-13 11:15:36.182,Aldi,Uitslagsweg,95,Hengelo (Ov.),https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248469/c9cc98a2cfd5fbf7f811d1ae436ae046.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248480/284ffbd574c321a66994197299efd92a.jpg,"1,99"
222,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_167214,WILDE ZALMFILET 500G,2020-09-12 15:28:59.130,Aldi,Paletplein,1,Tilburg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247104/d7351586fe29947f0dec5a6882d6a8e3.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247105/1aaf7481d1c5f17ba4442384223f1c9f.jpg,0
223,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_167214,WILDE ZALMFILET 500G,2020-09-13 11:15:36.182,Aldi,Uitslagsweg,95,Hengelo (Ov.),https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248491/1c60d96cb230a57d94f1b538fb9af24a.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248471/8356403ab8b4158a4778e6706072b7ad.jpg,"4,69"
224,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_191618,g'woon Keukenpapier 3-laags 4 Stuks,2020-09-12 15:28:59.130,Aldi,Paletplein,1,Tilburg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247106/cd35f6304b06c060d5123d905c7a3718.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247107/4fbcda0c59e2bccc0ef6dce7b61f0fe0.jpg,0
225,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_191618,g'woon Keukenpapier 3-laags 4 Stuks,2020-09-13 11:15:36.182,Aldi,Uitslagsweg,95,Hengelo (Ov.),https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248487/25d5f7a63fca4504dfad18ec13fe579c.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248493/2956b700c71bf51cc6cd738c7e7a9b60.jpg,0
226,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_191801,3-LAAGS TOILETPAPIER 12X200 VEL,2020-09-12 15:28:59.130,Aldi,Paletplein,1,Tilburg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247108/ed470e48b202fe17061cf7c185fc00d1.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247109/14733dc7a00d6ab506cb5aad3c22e946.jpg,"3,59"
227,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_191801,3-LAAGS TOILETPAPIER 12X200 VEL,2020-09-13 11:15:36.182,Aldi,Uitslagsweg,95,Hengelo (Ov.),https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248482/072071dfddda388823e19573b9de8897.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248489/30dd51381292f046d961473182479d57.jpg,"3,59"
