,filename,Article_ID,#1,Datum,Naam,Straat,Huisnummer,Plaats,Foto reguliere schap,Foto schapkaart,Prijs
115,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,li_294277,Milbona Yoghurt Griekse stijl 2%vet 1000 gram,2020-09-05 16:44:09.289,Lidl,P.a. De Kok-plein,107,Dordrecht,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10186613/c80e86d6b42a5ff14a751e4ea31d9699.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10186614/e586d12e3ace9d0a4090ceab0709a24e.jpg,1.69
116,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,li_331226,Milbona Gouda geraspt jong belegen 200g,2020-09-05 14:06:35.694,Lidl,Meester Pankenstraat,8,Bergeijk,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10185176/29af890d43f1de0a61f2402f9024d301.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10185175/633397a2e30010bc4e07e4495dfd947c.jpg,"1,69"
117,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,li_331226,Milbona Gouda geraspt jong belegen 200g,2020-09-05 16:44:09.289,Lidl,P.a. De Kok-plein,107,Dordrecht,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10186615/a5ea523f0197384320200a25b5d399ca.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10186616/a9b88352b28c72b99d8677b0c0aab36b.jpg,1.69
118,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,li_344056,Milbona Gouda plakken jong wiedemelk 400g,2020-09-05 14:06:35.694,Lidl,Meester Pankenstraat,8,Bergeijk,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10185174/9a954c26b4257c3495c363d6912857c0.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10185173/4ea56161c786ea5982d58be9996ecab1.jpg,"2,99"
119,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,li_344056,Milbona Gouda plakken jong wiedemelk 400g,2020-09-05 16:44:09.289,Lidl,P.a. De Kok-plein,107,Dordrecht,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10186617/294d08fce80d9ec68990b4945ce77254.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10186618/d763d8261c4d468e7823bc49ba5d1a55.jpg,2.99
120,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,li_344057,Milbona Gouda plakken jong belegen wiedemelk 400g,2020-09-05 14:06:35.694,Lidl,Meester Pankenstraat,8,Bergeijk,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10185167/17ddedc9cee56f97e87ab48f6560faf7.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10185164/793b209d54ceaade8c698ed01283703b.jpg,"3,09"
121,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,li_344057,Milbona Gouda plakken jong belegen wiedemelk 400g,2020-09-05 16:44:09.289,Lidl,P.a. De Kok-plein,107,Dordrecht,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10186619/3264bbe7938063c4eaa1026b960b62f3.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10186620/53c1dc893108ecdcb2044b40c2a664ac.jpg,3.09
122,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,li_360791,Sondey Bakkersspeculaas 600g,2020-09-05 14:06:35.694,Lidl,Meester Pankenstraat,8,Bergeijk,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10185170/75b71534f8f2889eade82b51752a3e46.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10185185/ec56b217098d3a0f029bf86ffe699ae9.jpg,"1,19"
123,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,li_360791,Sondey Bakkersspeculaas 600g,2020-09-05 16:44:09.289,Lidl,P.a. De Kok-plein,107,Dordrecht,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10186621/a1030739873c52d1b295bd6de8e983cb.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10186622/70ef8817c2767de9edc595e756f19caf.jpg,1.19
124,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_104508,MELKAN KOFFIEMELK HV PK 500GR,2020-09-06 11:32:57.224,Nettorama,Parallelweg,9,Sittard,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188649/3c01d28213d536d2b69554f8e5731d27.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188656/658293932831f007c05a2e253aa8de83.jpg,"0,65"
125,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_104508,MELKAN KOFFIEMELK HV PK 500GR,2020-09-06 13:03:49.593,Nettorama,Damplein,16,Dordrecht,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188926/d6497cb8b36e810f6db837717fbc3965.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188933/f917498a9290f42a912eef7bad2dd88c.jpg,"0,65"
126,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_105649,Huismerk suiker 1500 gram,2020-09-06 11:32:57.224,Nettorama,Parallelweg,9,Sittard,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188645/35f6dbbda86705ee12610854941922b8.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188652/dfaa9dae33d4fa4629cd23dd94880d90.jpg,0
127,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_105649,Huismerk suiker 1500 gram,2020-09-06 13:03:49.593,Nettorama,Damplein,16,Dordrecht,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188922/9db2c1d7e5b79c9e1804fd28d3c6ae2f.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188929/317485c9ee898bb930bafe2e786fa20c.jpg,0
128,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_107259,NUTELLA 400GR,2020-09-06 11:32:57.224,Nettorama,Parallelweg,9,Sittard,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188663/fdb1e6b5b1b25e3e15a36a3c22a9a08b.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188647/6d07063292dcbc52173a46c70674febe.jpg,"3,08"
129,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_107259,NUTELLA 400GR,2020-09-06 13:03:49.593,Nettorama,Damplein,16,Dordrecht,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188940/18922dd3538d5bec5f6fc82540a6cd5e.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188924/84a488bd243ed8d250425710c84072ab.jpg,"3,08"
130,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_115892,Casa Italiana Macaroni 1kg,2020-09-06 11:32:57.224,Nettorama,Parallelweg,9,Sittard,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188659/7f981001495987804d9dfc4e4c798e16.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188665/bc1fba54be9dd94ae390a8775271c5c6.jpg,"0,85"
131,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_115892,Casa Italiana Macaroni 1kg,2020-09-06 13:03:49.593,Nettorama,Damplein,16,Dordrecht,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188936/da61c97df7de2369ac15fde438308312.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188942/f1dcd3ef0bee0a8604a026cc1ff8acd7.jpg,"0,89"
132,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_119995,GREEN APPELMOES 720 ML,2020-09-06 11:32:57.224,Nettorama,Parallelweg,9,Sittard,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188654/7d3a296e2f31a359815db760f0bb7de9.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188661/e715dc3be5ba59c682130ac68c742215.jpg,"0,66"
133,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_119995,GREEN APPELMOES 720 ML,2020-09-06 13:03:49.593,Nettorama,Damplein,16,Dordrecht,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188931/028092d244d7d19eb73c962899f76af5.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188938/16e3d769e34244d2ff8c9611193df72b.jpg,"0,66"
134,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_130389,HELA CURRY KETCHUP 800ML,2020-09-06 11:32:57.224,Nettorama,Parallelweg,9,Sittard,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188650/3737defb6c6822002d1020dc8243a987.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188657/ba8c69446b7e772a0a5e9ca63cab5cb0.jpg,"1,84"
135,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_130389,HELA CURRY KETCHUP 800ML,2020-09-06 13:03:49.593,Nettorama,Damplein,16,Dordrecht,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188927/4e915e1f733d7846814e278c70d8e6bc.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188934/6309f541dc27f096afebef1de09b13ae.jpg,"1,87"
136,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_134669,"G'WOON NATUURAZIJN WIT 1,5L",2020-09-06 11:32:57.224,Nettorama,Parallelweg,9,Sittard,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188646/4d36c4dd4b893cae3206d3fd628ef33e.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188653/de458cc7cd6b85133372a8dab3315d82.jpg,"0,54"
137,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_134669,"G'WOON NATUURAZIJN WIT 1,5L",2020-09-06 13:03:49.593,Nettorama,Damplein,16,Dordrecht,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188923/6bcad3cffe0d7a8282216418a16babb4.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188930/ac165041ce132c5a666f5c4fa410d663.jpg,"0,54"
138,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_135840,Melkan Franse kwark mager 500 Gram,2020-09-06 11:32:57.224,Nettorama,Parallelweg,9,Sittard,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188664/ed3bf749d5247ebff4ab3aca83401f50.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188648/90980b7c5be0b24d496a925a004d27d9.jpg,0
139,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_135840,Melkan Franse kwark mager 500 Gram,2020-09-06 13:03:49.593,Nettorama,Damplein,16,Dordrecht,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188941/3e23f4e34c210abc24b43beb7ef48439.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188925/781bbbea812dc0979e3bc536c7fec699.jpg,"0,65"
140,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_138665,BLUEBAND VOOR DE KEUKEN 250GR,2020-09-06 11:32:57.224,Nettorama,Parallelweg,9,Sittard,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188660/204de83c3dc03616ce2978acaa0cde69.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188666/c3ba3433ae313b7cecb97cc4ae607051.jpg,"1,39"
141,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_138665,BLUEBAND VOOR DE KEUKEN 250GR,2020-09-06 13:03:49.593,Nettorama,Damplein,16,Dordrecht,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188937/53dfec9b59d4633dcc09644d051c5f78.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188943/61475da88e529bb5dd611e13a1824d77.jpg,"1,39"
142,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_141623,LANDHOF HALFVOLLE MELK 1L,2020-09-06 11:32:57.224,Nettorama,Parallelweg,9,Sittard,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188655/e262f7e3cbdfe819e763a7d248d509bc.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188662/c579b2386ab1eccca98e158ce01b00c8.jpg,"0,85"
143,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_141623,LANDHOF HALFVOLLE MELK 1L,2020-09-06 13:03:49.593,Nettorama,Damplein,16,Dordrecht,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188932/d50d9d9242934129b97e8dc6b58730a4.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188939/8850503f5d30cd61c3fc6aabbd41716a.jpg,"0,85"
144,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_141625,LANDHOF VOLLE MELK 1L,2020-09-06 11:32:57.224,Nettorama,Parallelweg,9,Sittard,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188651/a251885a3b6eef7921b3391f4b882fae.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188658/000d0573ddbea883e7e9dcfcf1b606de.jpg,"0,92"
145,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_141625,LANDHOF VOLLE MELK 1L,2020-09-06 13:03:49.593,Nettorama,Damplein,16,Dordrecht,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188928/333ba94daeabaae2bbb9010b11904b57.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188935/e873d4b2a40ac6e46cf94adae88bd3a9.jpg,"0,92"
146,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_144538,G'WOON BESCHUIT NATUREL 125GR,2020-09-06 11:11:44.500,Nettorama,Parallelweg,9,Sittard,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188598/83e4558b4cccae9883f16bddbed0f154.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188605/ef697f384530634a26ff7a9aa43ccb67.jpg,"0,34"
147,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_144538,G'WOON BESCHUIT NATUREL 125GR,2020-09-06 13:10:18.568,Nettorama,Damplein,16,Dordrecht,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188959/54bca1faa517cfa29b839db544c314fb.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188966/a4a62ed8681354c6409bfaf761eac899.jpg,"0,34"
148,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_154283,M&M PINDA POUCH 440GR,2020-09-06 11:11:44.500,Nettorama,Parallelweg,9,Sittard,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188594/d34e806ecb634f6fc9ec4d187f4d5971.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188601/7cd2939ac9819c386c93e46d320a70c8.jpg,"3,59"
149,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_154283,M&M PINDA POUCH 440GR,2020-09-06 13:10:18.568,Nettorama,Damplein,16,Dordrecht,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188955/7db5a33a64f7c6ee20c81f1f7a8c2870.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188962/a418aea9152a158af24c8c99409c2f0a.jpg,"3,59"
150,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_156836,G'WOON CHIPS NATUREL 225GR,2020-09-06 11:11:44.500,Nettorama,Parallelweg,9,Sittard,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188612/8e0029688bc0d268ff63bcc03741dc20.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188596/e00cc66d9e2a75d67d384a044ff74ba0.jpg,"0,82"
151,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_156836,G'WOON CHIPS NATUREL 225GR,2020-09-06 13:10:18.568,Nettorama,Damplein,16,Dordrecht,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188973/59db181c9cec4a42dc9b3b40bffd3b87.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188957/4b428f09ab6fa460f7339f85921bcf4d.jpg,"0,82"
152,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_156842,G'WOON CHIPS PAPRIKA 225GR,2020-09-06 11:11:44.500,Nettorama,Parallelweg,9,Sittard,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188608/739b98c472995f8433e7c597e7628c3e.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188614/e0d58c307be457c4a67ff1323578f9c1.jpg,"0,82"
153,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_156842,G'WOON CHIPS PAPRIKA 225GR,2020-09-06 13:10:18.568,Nettorama,Damplein,16,Dordrecht,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188969/481461c46f36a44053d0ef2cddd1aa48.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188975/7c4e9898ca9d1fdda2027f084b7f15a1.jpg,"0,82"
154,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_163115,DALPHIN WATER BLAUW 9X500ML,2020-09-06 11:11:44.500,Nettorama,Parallelweg,9,Sittard,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188603/94289cfe962a3c8c774d9a0aa6cbd913.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188610/db468fa855930c734206d5b1fbcdd515.jpg,"1,35"
155,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_163115,DALPHIN WATER BLAUW 9X500ML,2020-09-06 13:10:18.568,Nettorama,Damplein,16,Dordrecht,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188964/f2e9776e26d95e37e4f9dbc371ed5a31.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188971/09d1af4085569416ebd1b030c3359506.jpg,"1,35"
156,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_163116,DALPHIN WATER ROOD 9X500ML,2020-09-06 11:11:44.500,Nettorama,Parallelweg,9,Sittard,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188599/b83b94935d9ed4d3b4ffd2b90f2142cc.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188606/64a62bd916627718b14fb132098410c7.jpg,"1,25"
157,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_163116,DALPHIN WATER ROOD 9X500ML,2020-09-06 13:10:18.568,Nettorama,Damplein,16,Dordrecht,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188960/abb577db2aecbcd2122ed7e31874311f.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188967/f5bf57edacde397acf61b3e70019ec85.jpg,"1,25"
158,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_166186,"G'WOON FRITES 2,5KG",2020-09-06 11:11:44.500,Nettorama,Parallelweg,9,Sittard,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188595/5c0c283736d24d3a439d54c205fe2401.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188602/1b68debccc6a19fd51eac2759cccc2e8.jpg,"1,89"
159,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_166186,"G'WOON FRITES 2,5KG",2020-09-06 13:10:18.568,Nettorama,Damplein,16,Dordrecht,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188956/b1de2fb9b6be3f4f693f88b588e09971.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188963/f6ed74c34ddb86f514b87268f18befcc.jpg,"1,89"
160,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_167214,Vismarine Roze zalmfilet 540 Gram,2020-09-06 11:11:44.500,Nettorama,Parallelweg,9,Sittard,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188613/0908fdf8a11dd5c3180e694dab307f99.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188597/81b8fb96c7f1c3479ec6ba69b7ce40cb.jpg,"4,75"
161,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_167214,Vismarine Roze zalmfilet 540 Gram,2020-09-06 13:10:18.568,Nettorama,Damplein,16,Dordrecht,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188974/d24d173cf0bf9ee0ad1c91a5f4856d71.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188958/5673eb990a4bc69b1279bb0471d66c2a.jpg,"4,99"
162,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_191618,g'woon Keukenpapier 3-laags 4 Stuks,2020-09-06 11:11:44.500,Nettorama,Parallelweg,9,Sittard,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188609/07e44ee74d44425d848b215d24d44be3.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188615/530c442a18d721205ce152dc95a3dbaf.jpg,0
163,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_191618,g'woon Keukenpapier 3-laags 4 Stuks,2020-09-06 13:10:18.568,Nettorama,Damplein,16,Dordrecht,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188970/302e7bf57afc0c27c0bc0bbbfd1b34bb.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188976/2e9b7cc961e040de12878ed9982927c3.jpg,0
164,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_191801,g'woon Toiletpapier super zacht 3-laags 8 Stuks,2020-09-06 11:11:44.500,Nettorama,Parallelweg,9,Sittard,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188604/f5bd7412464a36b8d66710a01e234c12.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188611/42fc5551056096ab4456dbc7cba92945.jpg,"2,19"
165,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_191801,g'woon Toiletpapier super zacht 3-laags 8 Stuks,2020-09-06 13:10:18.568,Nettorama,Damplein,16,Dordrecht,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188965/bd97bb9d7dcf0de75db0ebeb6ac277b6.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188972/0735a9a7572ea90e4434920109ffc855.jpg,"2,19"
166,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_203738,G'WOON VAATWASTABL ALL IN ONE,2020-09-06 11:11:44.500,Nettorama,Parallelweg,9,Sittard,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188600/3242e5b885694adc7542be8aca62c8d1.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188607/338cdf4a93f47856faa2f57ed3a1405b.jpg,"2,69"
167,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_203738,G'WOON VAATWASTABL ALL IN ONE,2020-09-06 13:10:18.568,Nettorama,Damplein,16,Dordrecht,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188961/35a02713acf999f90d3dbf17d78c51fb.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188968/fb536c323028b0fae93f6959ed900631.jpg,"2,69"
168,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_240872,Garlan Verse roomkaas met kruiden 150 GR,2020-09-06 10:54:11.650,Nettorama,Parallelweg,9,Sittard,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188562/42bd34bdb416769319c2a0b624aedd56.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188561/1605c6ed36ddce8322dd5966d85b6bf6.jpg,"0,65"
169,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_240872,Garlan Verse roomkaas met kruiden 150 GR,2020-09-06 14:16:59.895,Nettorama,Kardinaal De Jongstraat,17,Valkenswaard,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10189445/8043bb624f8fa20cc408c054ee4055c1.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10189446/e78ea94ad1a6fda8ee0c529da33ec0b1.jpg,0.65
170,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 36 (1).xlsx,nr_240884,Farmland Kruidenboter baguette 2x 175 gram 350 Gram,2020-09-06 10:54:11.650,Nettorama,Parallelweg,9,Sittard,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188559/65dfaefd340fb73c67c2e1462deac762.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10188558/2a5cf22791493f9b51eb45b973b6ba08.jpg,0
